Title,Review,Username,Rating,HS,Spoiler,Episode,Helpfully viewed,Views
Increasingly boring story with nonsensical plot,"This is the 3rd episode and the cracks are really showing.It is boring and contrived.Why?Because things happen for no other reason than the plot demanding it.The orcs have enslaved entire villages, gathered strength in the southlands, dug massive trenches and razed entire forests.Yet the elves detected none of it?The elves, with their superhuman vision saw none of it from their towers?Galadriel with her century-old search for orcs/Sauron missed it entirely?Yep, because the plot demands it.Oh, and Galadriel only now realizes that the mark she has been obessing over for centuries is a map to the southlands
Why didnt she realize it before?Because the plot demands it.The harfoots make a massive 180° turn.They go from jovial community where no one getsd off the path, no one gets left behind to a brutal survivalist group
where anyone who cannot keep up gets left behind.Thats...pretty brutal.And Im supposed to care for those people?The slow-mo with a closeup on Galadriels face and horse is cringe.Im all for slow panning on visually important locations (Kaz-Dum? Great! Numenor? Great! Galadriels face? Nope)
but this is just awkwards.The elves all act like petty children while the humans are wise and collected.It should be the other way around.Some scenes seem to be missing.The enslaved elves in the orc camp rebel out of nowhere. No preparation. No warning to let us know they plan to escape.They just attack the orcs out of nowhere.Numenor remains visually stunning.Except the CGI on that wargs face. Its off, making it look like an oversized chihuhua.And the choreography of the fight with that warg was very poor. So far, not one action scene has been well executed.And, worst of all: very little happens that is noteworthy.",Rafario,3,0.6666666666666666,Yes,Adar,2,3
Boring,"I was waiting for this and really keen to see it. Sadly, the first episode felt overly long and dull. Some of the acting is quite wooden and the dialogue is one bit of drawn-out exposition followed by another. The old problem of too much telling and not enough showing.I really hope it improves. Ill stick with it for now but I must say that I am very disappointed with the opening episode. The science fiction and fantasy genres seem to have taken a real hit in recent years and this looks like it might be keeping pace with that trend. Such a shame.Who knows... maybe it will improve as it goes along, but I wont be holding my breath.",alienplanet,3,0.64,No,A Shadow of the Past,16,25
Inferior Elves,"Im a big fan of J. R. R. Tolkien. Ive read the Hobbit and Lord of the Rings multiple times and watched the films (animated and Peter Jacksons movies) as many times. Having heard many poor opinions of the Amazon Prime prequel version, Im too much of a fan to not give it a try. I have to say after watching the first episode, I have to agree with the negative reviews. The story was full of boring dialog and bad acting. The episode waits to the end for something interesting to happen. Visual effects are good. The biggest problem were that the Elves are very off-putting. Their looks and mannerisms are not how Tolkien would have them to be. This will be the first and last episode I waste my time with. It is odd the Amazon Prime will allow reviews but will not post them.",NorseCherokee,3,0.6190476190476191,No,A Shadow of the Past,13,21
Underwhelming and bad writing.,"Ive seen a lot of people say this show feels like a fan fiction and that is definitely a great way to describe it. The dialogue was clunky felt like it was written by a teenager. The Characters mostly felt uninteresting.For the most part it was pretty boring, the scene in the beginning where the elves fight the ice troll was pretty cool. But everything after that everything was pretty boring.Ill keep watching the show because I love the Lord of the Rings universe, and I really hope it picks up, because it was a chore to get through. I hope the show can get past its rocky start and live up to Tolkiens legacy.",ethanshephard-57056,3,0.6190476190476191,Yes,A Shadow of the Past,13,21
"Not great at anything, okay at some, poor at some","Frankly, the dialog, action, and storytelling are all pretty weak Were given no reason to care about anyone, were shown nothing to help us understand (or care about) the stakes, and characters say and do things that just dont feel real.Uninteresting characters doing uninteresting things while exposition tells us what were seeing is supposed to be meaningful. On its own, its flawed and rather mediocre. Put against the quality of the material thats supposed to be inspiring these stories, its woefully outmatched.I know a lot of work went into this, and the production quality is generally adequate--sometimes good, sometimes not so good--but its just not engaging or all that memorable. And while the scenery and dialog are usually okay, sometimes they are pretty bad. Anything on the water looks really artificial and clearly shot on a large water set rather than outside.The main elf characters speak in these awkward lines that are presumably supposed to sound Tolkienesque, but they end up coming out like generic fantasy analogy #6. For the same wind that seeks to blow out a fire may also cause its spread, or, Do you know why a ship floats, and a stone cannot? It might be passable in someones Dungeons &amp; Dragons campaign, but it feels really amateur here.So far, its just uninspired storytelling with a good budget. If it wasnt associated with Tolkien, I dont think Id have any real reason to keep watching. However, it *is* associated with Tolkien, so I probably will keep watching (but its also probably going to be continually setting itself up against a much higher standard that its likely to meet).",bradclayton,3,0.5789473684210527,No,A Shadow of the Past,11,19
A not bad start....but weve been here before.,"Episode 1 - A Shadow of the Past.Forget everything youve known....
A young girl that is the key to everything....
Destroy the past, kill it if you have to.....The usual tropes that are here, the bulldozer ideology that have seen the destruction of franchises like Star Wars, Doctor Who, Star Trek, every comic book you have read....they are all here doing the same thing in a different setting.Its difficult to believe this series was produced for any other reason than to call its detractors names and no doubt we will be....but Im gonna give it a try anyway.I hear Galadriel is a warrior now father says the old man to the priest from across the stone wall.So after the obligatory intro of Galadriel being bullied at elf school we fast forward to the arrival of middle Earth and a fellowship that is led by our heroine who is the only member who seems to know anything of what is going on like a nursery school teacher go in search of Sauron.So after a long search they end up in Orthanc? In a fight with a Snow Troll....the situation looks hopeless and the outlook grim....then Galadrial overpowered as expected dispatches the troll within seconds of her sword being drawn.This remarkable show of strength is not enough to stop a mutiny as the pale, stale males of the company announce they are all going home.So we leave this scene to a cornfield where a couple of travellers look to be on a Harfoot hunt, but those pesky proto-hobbits manage to outwit them by hiding and we find ourselves in a Hobbitoneque scene being introduced to a diverse bunch of little people.It looks like a warg is going to cause trouble before we pivot back to the elves is a idyllic forest dwelling Lindon, capital of the high elves. Elrond the only half-elven seems to have been left out of the high council due no doubt to unpure bloodline and he is being elfsplained to by Galadriel back from her sojourn in the darklands.Back to the straight out of Donegal Harfoots Elenor Brandyfoot (not Brandyfeet!!!) and we get our first name check of our gener-swapped Bilbo/Frodo no doubt heroine to be who expresses a desire for goings-on outwith the enclave they find themselves in.Pivot to the Elven high council for a crowning session declaring days of peace where it in anounced by David Cameron 3 of them including Galadriel are going home to the Grey Havens.....she does not look chuffed at this news and after a wee emotional chat with Elrond who tries to dissuade her announces she is staying in middle Earth to chase Sauron.Onward to a village Tirharad in the Southlands, the lands of men and two cloaked figures make their way to the local tavern. One of them is revealed to be an elf, Tuvok or Arondir or something I forget which and the barkeep asks where he has been the past couple of weeks.Arondir is subject to some racial slurs about his knife ears from a young lad but it is soon over and he goes in search of the pretty landlords daughter type Bronwyn who left the tavern when he entered.Arondir and his companion get notice that their outpost is disbanding and they will be leaving.Arondir then searches out his love interest who appears to have a son with his ears overtly hidden so Im going to assume he is going to be half elven and possibly Arondirs son....but we shall see.Cue to a farmer who calls about a sick cow with black ectoplasm coming out her udder and something is afoot and our couple are off on a quest.We now go to a ship with Galadriel doing her best Yara Greyjoy impression and then to Elrond and David Cameron who turns out to be Gil-galad moaning about her going off on a jaunt when she should be mincing about a wood messing with mirrors.Back to the proto-Hobbits and Sadoc (Lenny Henry) stating to Elanor She is a bit tookish in her makeup.Bronwyn and Arondir find the village they are going to Michael? Hordern on fire after having a chat about how unloyal the townsfolk were and how she is Arondirs only kind touch of all his days in this land.Back to Galadriel who has seemingly decided to sail to the Grey Havens after all and the heavens part to a glorious light and it seems something has fallen to Earth? While we see a meteor cross the skies near the Harfoot encampment what is this wizzardry?The end scene shows Elanor finding ground zero of the meteor and a chap with a grey beard lying in its fiery middle.Ultimately.... I enjoyed this....even though I kinda didnt want to after the dreadful trailers it piqued my interest, the characters seemed curious enough for me to go onto the second episode.Im sure Im being conned in some kind of bait and switch where the big-bad will end up wearing a red cap shouting make mordor great again just in time for the mid-terms, but we shall see.4/5.",poolofzenda,3,0.40860215053763443,Yes,A Shadow of the Past,76,186
Better than first still so many things wrong...,"FIrst of all, dont see any improvments in acting at all. My biggest disapointment is still how the Elves are presented, they seem like any other human. They totally missed the mark and I see no attempt of fixing that. Didnt they have someone watching and reviewing what they were making?The introduction of the meteor man could be an interresting part but I am afraid they are gonna totally slaughter this by saying it is Gandalf.Still the best part is the Hobbits.But it got some competition when introduced to the dwarves, like the mood, the scenery.This episode had so many plotholes I really hope they are gonna fill some of those but not gonna hold my breath.The biggest positive was that this is better than Episode 1 so there is that.",hampus-berg-680-115968,3,1.0,Yes,Adrift,1,1
Not much changed from ep 1,"Music is still neither good nor bad, and the Hobbit (sorry, Harfoot) plot has barely moved along: the Stranger (this is his name in the subtitles) is busy eating snails and and for some reason, Nori thinks shouting friend! will help when he, two minutes prior, did not understand the concept of her telling him her name.We get to see our first orc close-up, and the use of make-up and prosthetics is by far better than CGI-ing them (looking at you, the Hobbit): however, with its introduction we once again get another count of All the Women Are Right, All the Men Are Dumb: its setting a trend.The episode in itself feels choppy, where they cut it up to show what happens a few hundred miles away, but then go back and pick it up right where they left off: the sense of time gets distorted this way.Were also introduced to the Dwarves and now the dialogue is turning into some political play á la Game of Thrones that does feel fitting... had we been introduced to a cast of politicians like we were in Game of Thrones: were not. We only meet Grandma Celebrimbor and a few named Dwarves (by the way, the initial Dwarves seen wobbled along like penguins - it looked hilarious, for all the wrong reasons): theyre too few to create the atmosphere they were gunning for.Theres a scene where Prince Durin and Elrond discuss the sapling the former had nurtured, and its apparently a sapling of the Great Tree of Lindon: but were never shown or told of this Tree of Lindon prior, so this line and scene carries no weight.Its one star more than episode 1, if only because theres less of a rather bitter and snippy Morfydd Clark as Galadriel. The plot in itself isnt anything special, but I am being reminded of CW shows for some reason.Also, the Sundering Sea that Galadriel and Halbrand are adrift on? Not great looking. As in it looks very very fake.",addecm,3,0.45454545454545453,Yes,Adrift,5,11
A little better...,"This episode was a bit better than a few of the others, if for no other reason than it answered a couple of questions. The writing in this series has been less than stellar and thats being very kind. Theres been little action in the series with the exception of one episode. Where there is little action in a series such as this then the story and the writing had better be top shelf to maintain interest and for me that simply hasnt been the case. The characters werent all that strong. More than anything the story just stunk. I thought the intention was not to stray too far from Tolkien and I felt they did. Sorry, but very disappointed with the series.",mjsm60,4,0.3684210526315789,Yes,Alloyed,7,19
Cheap,"The feeling im getting when I watch this show is that it feels cheap. The story, the characters, lack of origin material etc makes you feel that this is a cheap copy of true greatness that LOTR really is. Nevertheless it is the most expensive TV show ever made, and I cant understand where all that money went. That is the biggest mystery of the show for me.This final episode is no exception. The big reveals in this final episode doesnt really progress the story in any interesting way and honestly makes little sense at all. They are just plot twists to deliver some suspense in the moment but leaves you wondering, what was the point?Because the show lacks any interesting plot or character development you arent really invested in the characters or the story and when this plot twist comes you dont really care.This show is really a missed opportunity and doesnt deliver anything interesting or special to the LOTR lore and I have a feeling that the showrunners really dont about that, as long as it is profitable.",fredrikgillhagen,4,0.5384615384615384,Yes,Alloyed,7,13
What remains from Tolkien at the end?,"After seeing the final episode of the season I only feel like they went too far away from the work from Tolkien. I understand you need to make some adjustments in order to make a product into a tv show but this is way too much.I think the writting is just poor, they mix in characters they are not supposed to be there. The visuals are great but thats all: the story is made up.It doesnt respect the original so in the end buying the rights for such big price and end up doing something like this with the plot is wasting the money. I like some acting, some other not that much but none of this matters as much as my feeling is that this is not a Tolkien story: I feel deceived, much like Galadriel I suppose.",miquelcornudella,4,0.5294117647058824,Yes,Alloyed,18,34
"i cringed a lot, but at least they didnt derail any major storylines","Dialogue as awful as always, continues to be one of the worst aspects of this show along with the writing.How did Halbrand travel to Mordor so quickly?No sense of any reasonable amount of time passing for that amount of travel to be undertaken.3 / 4 harfoots gain some very convenient plot armor.The baddies about as deadly as your average stormtrooper.How did they mix the Istari up with the Dark Lord though?I didnt catch any justification or underlying reasoning for why theyd screw their mission up that badly (maybe there are some lore Im not familiar with here, I havent read the silmarillion yet).Why was Eärien, presumably one of the newest joiners to the architects guild, chosen to audition for that deathbed task?I cannot recall her having accomplished anything as an architect yet.Overall, Im so disappointed in this show (disappointed enough to write a first ever review on anything here on IMDB).A lot of the time it plays like fan-fiction more than a serious retelling of the events of the 2nd age.Adding the blue wizard is a great idea but I wish that didnt get entangled with the Harfoots storyline who was consistently the weakest throughout the season.Gil-Galad seem woefully underdeveloped.We are really lacking insight in the characters inner thoughts and the methods leading him to take any given decision (same can be said of Durin III).At this point in time I cannot see this version of Gil-Galad having the strength of character to eventually face-off with and, along with Elendil, defeat Sauron to end this age.Elendil was great.Elrond, Celebrimbor, Durin IV, Disa and Adar where also some of my standout characters.Thanks for coming to my TedTalk.",jonathanclaesson,4,0.5483870967741935,Yes,Alloyed,17,31
Was this really the season finale?,"In the final episode of the season we find out just who is who whilst the harfoots take forever to say goodbye to the stranger and that girl that found him. Some rings finally appear too...On the whole Ive enjoyed the season, but will admit that some episodes were a chore to get through, theres no way I couldve binge watched it.As a final episode it was very uneventful and quite dull, hopefully the second season will pick up were the penultimate episode left off as this episode doesnt.With a bit of luck the second season will relegate the Harfoots to a mere footnote as every scene with them drags the show down.",carry-on-man,4,0.5147058823529411,No,Alloyed,35,68
Annoyed,"This is the show that evokes no genuine feelings and the writing is so transparent your eyes keep rolling. Its the kind of show that insults your intelligence by saying: dont ask questions, just consume.Why does Miriel wear a blindfold when her eyes were not that damaged before?Why suddenly in the last episode have Pharazon mention immortality when this theme should have been woven in from the get go? Its like the writers remembered, oh shoot we forgot the immortality thing!Why did they make a big deal out of building a furnace as hot as dragon fire when the ended up in that room with this tiny furnace?Why doesnt Galadriel tell the king about Halbrand being Sauron?Why doesnt the second greatest smith in Arda know about alloys?Why did Sauron let Galadriel live?Why is it a good test of identity to ask Elrond something not commonly known? (Sauron was in her mind a minute ago and presumably heard what her brother said, so he could also know about how she met Elrond)Why didnt anyone care about Halbrand missing (and not coming back according to Galadriel)?Why is everything now connected to Galadriel? (Three rings was her idea??)Why are the Harfoots so important of they never did anything great in this Age according to lore? (because LOTR?)Why does Mystery-Gandalf says to follow your nose when he just said he needs to go east?Why did they melt all of Galadriels dagger because they needed silver and gold? But surely the blade is made from steel, right? Silver and gold are not strong enough for blades...Why did the Elves made their rings first? Shouldnt they made them after the other rings because they saw the need to protect their realms from Sauron?What was Halbrand-Saurons plan? He just hoped Galadriel would jump from the ship so he made it that hed float on a raft in the middle of the ocean with other people?And why did he pretend to be the king of the Southlands? So that he could join the war, get injured so that Galadriel takes him to Eregion to heal so he could influence Celebrimbor? What a convoluted mess of a plan!And how arrogant to rewrite Galadriels story in a way that her lines later about her being a dark queen was all about her romantic interest in Halbrand/Sauron?This show is so uneven in the tonal shifts between a Disney death scene of Sadoc who doesnt feel pain or goes pale because of blood loss and cauterising an wound in closeup with blood gushing out of it.Its so stupid that elves that look like Mr Spock want to look for ancient documents in catacombs. But catacombs are burial sites, not a library!I dont care about these Hobbits. If they did anything of note in the Second Age, Tolkien would have written about it.Why do the writers need to be everywhere first? Nori made Gandalf who he is... it was Galadriels fault that Sauron knows how to craft with mithril/Mordor was created
Nori was the one who saved Gandalf from evil Maia witches?Galadriel says her line about a queen because Sauron wanted to have her???Celebrimbor has no power.. like an eunuch apothecary.And forging of the rings didnt seem magical somehow. Upon finishing the rings, Celebrimbor smiles like he is petting a kitten. What a weird casting choice. We didnt even see the dwarves constructing the forge tower!Theres so much wring with this show its very hard to put it all down: all elves dying until spring is completely wrong, Sauron turned evil because Galadriel didnt want to be his queen? Jesus!Plus the whole season we had to endure this completely unnecessary Gandalf origin story just so they could have Hobbits in this show. And Gandalf. Because people know them.The writers change everything about this story but then have Gil-Galad randomly walk his spear Aeglos around. What? You want a pat on the back for that? Nevermind that it made zero sense that he just walks around with it in his ceremonial garb.Its and empty show made by inexperienced people that have the audacity to change Tolkiens lore to make it more boring and derivative and pretend they care about the books.What are we expecting at this point from season two? That they copy more cool Peter Jackson scenes and inject themselves in the lore?No thanks.",vsek,4,0.6842105263157895,Yes,Alloyed,13,19
It led to this?,"OK, its been obvious from episode 1 that this show is at best average with its pretentious dialogue, hammy acting, an incredibly annoying lead character and very poor writing but now that the first season is over the question just has to be what was the point?You would think that after the tedium of the previous 7 episodes that the pay off for having to suffer all that boredom would be an exciting conclusion with something important happening in grand fashion. It turns out not. Its just more boredom with more tedious dialogue and Galadriel has her jaws wired shut most of the time and shows less emotion than a boulder.This show needs to improve drastically because if the first episode of season 2 opens with more of the same its toast.",pjdickinson-27822,4,0.6550724637681159,No,Alloyed,226,345
Painful - But still captivating!,"Have loved the progression up to this point. (Season 1, Episode 7. BUT - could the misery rolling around this particular episode get any more painful - and long-winded? Great characters and great cinematography! Lets see what develops!It did bring up many interesting questions though! Who were those three initially mysterious and eventually nasty ghostly women? And then - an Elves and Dwarves - reconciliation - not yet for sure! The rubber band is being sooo stretched by the dark side and I cant wait til retribution recoils upon them. Suspect that will have to extend out a few more episodes. Obviously, looking forward to more!!",keqq-85504,4,0.0,Yes,The Eye,0,1
Far Too Slow,"This show (and especially this episode) is far too slow and meandering. I can only wonder as to where all the budget went because Im sure most of the scenes could have been shot in front of green screens with CGI backdrops added later. We would be no wiser. Im sure we are all supposed to listen intently to the dialogue and soak up the atmosphere but for me its all very meh! I couldnt care less if everyone died of the flu because Ive been largely unable to form a bond to any character. Sad really because I really wanted this to be the pinnacle of Lord of the Rings storytelling. Oh and while Im on a rant, why is every scene so dark? Even daytime scenes look like dusk!",girliefingers,4,0.5,No,The Eye,4,8
"Udûn was a decent episode, so of course this had to fail","With Udûn, I was starting to get some hope. Maybe the show is heading in a slightly better direction ? Well of course not, how DARE we ask for two back to back episodes that are actually good?Lets start with the shows strongest aspect, usually the cinematography, the red color practical effects are creative, but not realistic, or aesthetically pleasing or horrifying to look it, it fails to communicate any kind of emotion or feel. Just a shame really, because you can tell that is the kind of praise they were banking on for this episode to carry, one of atmosphere and fantastic camera work, but unfortunately it simply does not hit any kind of emotion within most of its viewers.Dialogues are still nowhere what we expect from this universe, certainly nothing that even come close to comparing to J. R. R. Tolkiens writing. Acting however is not bad, Daniel Weyman as stranger is showing great range and Robert Aramayo has been consistent throughout the entire series. Tyroe Muhafidin also deserves some praise for portraying what I think is a very difficult character to act out. The actors are good, well most of them anyways , but the material simply does not allow for them to shine as much.Overall Ring of power continues its streaky and inconsistent ride, lets hope it ends well at least...",abirzenith,4,0.4090909090909091,No,The Eye,9,22
So many things that didnt make sense.,"I have liked this show up until now, been nice with some more fairytale fantasy drama.First thing, this episode was more dark, and I missed the Harfoots.Second, nothing really made sense, why leave a fortified tower, to try to defend a village. How did they make the trap on the tower that only required 1 arrow to destroy half an army?When we see Numenor out in the sea, its sunrise when they still are about 1 hour from shore. When the orcs take the tavern its still nighttime. How did Numenor know they had to full gallop to save the village? They had to somehow know that the village was in trouble, or they wouldnt had galloped and tired out the horses, especially since its a forign and quite possibly a hostile land. How did they make it in time?And how did our King of the South start after Gladriel when they were hunting for the sword, to somehow end up in front of both, so he could trip the Uruk?",joakimhagensen,4,0.6,Yes,Udûn,12,20
I still just dont care about anyone (cept maybe Adar),"This show is an aggregation of individual scenes with really no greater whole. Cliche after cliche, characters without solid motivation, and a general smallness to it all.Were still mostly caught up on little things like if someone finds a trinket, or whether or not seeds will heal a wound, but this episode did get a bit bigger, albeit in some sort of nonsensical ways.Theres a whole collection of things that really dont make any real sense if you think about them at all, and I suspect the writers are relying on you to only consider the immediate moment +/- about 10 seconds. For example, please get excited if someone rides out of nowhere to save the day, and please dont at all ask how they managed to warp three miles ahead of everyone just so they *could* ride in and save the day. Or look at the spectacle and please just ignore how physics and nature might work. Etc., etc. Plenty of Deus ex machina stuff here.However, its still the most interesting episode so far, despite the nonsensical stuff. You really have to ignore a lot of basic storytelling, but if youve made it this far, I suppose this episode is a high point...? (Though, its as far from Tolkien as its ever been.)Show would have been 10x better if the main character hadnt been named Galadriel, and if the show didnt have The Lord of the Rings in the title.",bradclayton,4,0.5502958579881657,No,Udûn,93,169
Last 5 minutes were good,"Once again we have Galadriel, commander of the northern Karens make demands from Kings and Queens.She got thrown in prison, but as expected in the end she gets exactly what she wants. The show overall isnt that great so far, but she really is the worst of it. As soon as I see her I want to fast forward.Most of the episode was boring, at some point they even had a jump-scare, perhaps to wake up those who had fallen asleep.The ending scene though was great. And if that scene had not happened, I would have tuned out after this episode.The white tree losing its leaves and the message that went with it, as well as the consequences of this moment made for a few interesting scenes.It was the first time in 4 episodes, I actually felt some excitement.",Dondergod,4,0.2727272727272727,Yes,The Great Wave,3,11
Why show the great wave,"The downfall of Numenor should be the climax of the later season/s of this show, yet we get an explicit vision of it here in S1 E4.Therefore:
1. Worst case, the showrunners will not actually destroy Numenor in the end / drown Miriel.2. If they do, as the appendices demand, they have robbed us of narrative tension by already showing it. They have also taken away the horror of Miriel realising her and her peoples doom.3. The show takes away the concept of free will by making the fall predetermined, when so many events lead up to the flood/sinking of Numenor, including the slow rot of corruption by fair seeing Sauron, should be a lesson in the multitude of choices to turn back and change course that the Numenoreans had on their tragic descent.I gave the show 4/10 stars because despite this and a fairly plodding pace, the dwarves are a highlight of the show thus far and because there was not a Harfoot in sight this episode, thank the Valar!",deanof-67346,4,0.4,Yes,The Great Wave,4,10
Boring..this episode is plain boring,"Currently only the dwarven and the Arondir Story are slightly interessting and for some reason they get the least attentiong.All of that to see Galadriel Karen herself to the manager. What is she doig there....nothing. We are now at 4 episodes of exposition and not one character had any real development.Galadriel is a so much unlikable character i cant even feel any sympathy for her. She is constantly allowed to act selfish and arrogant without any real problems for herself.The Queen acts from being mean to nice, to mean in mere seconds and the dialogues getting worse .The CGI is still with the music the only hope.... The money wasnt put in the writing at all..",madarua-69842,4,0.45454545454545453,Yes,The Great Wave,5,11
"I am enjoying the show, but this episode...","We have en expression in Spain called estirar el chicle which translates into stretching the chewing gum.This episode was filled with characters slowly walking to places, characters staring at each other for what felt an eternity and no action. Its fine to have episodes where you set up an action piece or a big developments on the next one, but you cant justify an episode where nothing happens. I am enjoying the show, but please give three good seasons rather than five like this.No issue with reinterpreting the Silmarillion, go with what you have. Some characters need a bit more, some other are already solid. It just shouldnt take a character thirty seconds the say Numenor.Hoping for the best anyway!",jordi-farscape,4,0.4,No,Partings,4,10
Disappointment...,"In no way do I blame the actors and actresses. From now on, I will watch all the productions of the writers and directors of these first 5 episodes with suspicion. Huge disappointment... John Ronald Reuel Tolkies bones are aching.Im sorry but the wet one burns next to the dry one...The only good thing in the episodes of the series is the work of the cinematographers. Everything else seems to have been thought out and done 5 minutes ago... One cannot help but ask; How did these people come to a position where they could write a script for this tv show..?I will continue to watch just because I love this world, but I dont expect much anymore. On the other hand, the series teaches the audience to appreciate the books...",mailfauna,4,0.5,No,Partings,3,6
"One step forward, two steps back","After getting off to a rocky start, TROP got itself together with Ep2 and 3. Then, Ep4 took it backwards again. Ep 5 didnt get it back on track. At least Ep4 didnt have the boring Harfeet cluttering up the screen. Unfortunately, Ep5 had them back in spades. Ugh. If you liked the Ewoks, youll like the Harfeet. Otherwise....well, thats what the ff&gt;&gt; button if for.Galadriel was bad in Ep1, good in 2 &amp; 3, bad in 4 and just OK in this one. She seems to be the character that makes or breaks an episode.Arondir continues to rock it. Good in just about every scene so far.Elves and dwarf stuff is boring. Move it along pleaseI think the stranger is Sauran.",andrewjackson-20974,4,0.4444444444444444,Yes,Partings,4,9
mixed bag. Not good enough at this stage.,"I was drawn back by some positive reviews, only to realise theyre probably fake as they all use the same buzzwords and didnt match my perspective (or anyone else I know who are actually watching it).The plot is actually coming together as in a storyline is actually developing. Its still not believable though. I dont have to force myself to suspend my disbelief while watching the movies or reading the books or watching other fantasy series such as House of the Dragon or GOT or even Wheel of Time. I can only put this down to poor writing and acting. Its so hammy. Once again Galadriel is shown to be a poor vehicle for this show. Shes an unbelievable and unlikeable character, acted badly.By this point we shouldnt all be thinking Well they need to find their feet and set up the world and other thoughts to justify this meandering show. Were over 5 hours in. Many classic trilogies would have wrapped up by now.",potaytoes69,4,0.5263157894736842,No,Partings,10,19
Wasted money,"Fifth episode in,and i am bored,it is what most people say,billion dollar disaster,only good thing is production,sets,cgi,everything else especially script,scenario is garbage.And i am not Tolkien fanatic i only watched movies,i am disappointed,maybe one character is interesting,main protagonist is awful,simply another show that wasted money and rich lore.I doubt that they will fix this in next 3 episodes,just do not feel as a Tolkiens work,they just make up staff as they go,Aragorn, Legolas and Gimli were written so well,because of that we are remembering them until now,i cared for those characters,in this show that is not the case.",vladimirbog-95175,4,0.5483870967741935,No,Partings,17,31
Huge Disappointment,"After a great last episode that gave me a lot of hope for the future of the show, the plot once again screeches to a halt. We get a corny speech from the almost hobbit and a hint of a balrog. There is no action and nothing of substance. We all know isildur isnt dead. The ending of the episode has south lands disappear and morder flashes on screen. Something about that seemed so cheap and lackluster. Yes, we already knew it was becoming Mordor you dont have to type it out. Elrond and Durins bromance is the only half redeeming part of this episode and still not enough to do any justice to the franchise.",pmiles-93527,4,0.4230769230769231,Yes,The Eye,11,26
Getting really worried-,"The story didnt really develop at all. This and previous episode could have been just one. Actually all 5 episodes couldve been 2 episodes. It is too slow-paced.. and I havent developed any feelings for the characters. Five episodes in and I think thats a big red flag. Makers of the show try to add in too many characters - and fail to make them enjoyable to watch. Though I do like Durin and Disa. Lotr was spectacular, all the actors did magnificent jobs and the story really pulled you in. Rop just makes me feel annoyed and frustrated. I tried not to have great expectations but this episode especially made me consider not watching this further. Ive read the books and really love the lore and I just feel as though they couldve and shouldve done a better job. With the price tag - surely. So far I feel like the showrunners just made this for families with small children. It mightve been a good idea to listen to scholars and keep in mind the people, fans of tolkiens(and jacksons) works - those who most waited for the show. I wont start to pick the whole show apart but lastly I must say that Im deeply sad how they decided to show elves - none of them have that eerie-vibe, they do not act though as elves. The short hair was a clusterfu*k. Galadriel is written so badly. Shes just like some wannabe hard ass detective that weve already seen so many times on cheap tv shows. I do not think the actress is bad perse - but she doesnt feel like Galadriel. It is very hard to take these actors seriously. And I knooooow - its a fantasy. But everything so far feels so trivial.",aaltonen-silja-m,4,0.6,No,Partings,12,20
Beatuiful but confused,"Incredibly hard to believe the lack of creativity the people in the Southlands have in this episode. They can imagine only two options: fight or join... what about flight? Also when half of them decide to fight, how are they lettings those who want to join Sauron (become their enemies) do so with impunity?Galadriel is probably one of the most unlikable characters Ive seen on television. Nothing about her portrayal is interesting.Ar-Pharazôn seems to take after his uncle Tar-Palantir in the way his memory is processed. In one scene he quite nicely justifies his support for leading Númenor to Middle-Earth. In another he seems to completely forget his reasoning as he sows seeds of doubt regarding the expedition after a ship was destroyed in the harbor.The elves reason for needing mithril is ridiculous. In no way does it align with any of the literature, which isnt a surprise but the explanation for this adaptation is laughably absurd. I hope that Durin has other plans than accepting the demands of Elrond. How else could he possibly seem to accept the fact that all his doubts about Elronds intentions would prove true.",mouiylus,4,0.6595744680851063,Yes,Partings,31,47
No. Everything is based on convenience and lucky coincidence. This is not good writing.,"The first two episodes were good, the third was terrible, and this one is as well.The Elrond and Durin part was fine. The Arondir and Adar part is not. Good acting, but then Adar lets Arondir go with his weapons. Why? They show Adar caring about orcs and then he lets Arondir go with bow and arrows, meaning he will kill more orcs? Why? And the scenes afterwards are pathetic. The two boys go into the village with the sun. The sun goes down at exactly the right moment, what a lucky coincidence. Then, exactly when the kiddo is going to be stabbed, Arondir saves him. What a lucky coincidence. They escape and exactly when the kiddo falls, the mother arrives, what a lucky coincidence. The escape from the woods and the sun rises again so the orcs stop, what a lucky coincidence. Everything happens because of luck.Its the same problem in the previous episode. Galadriel is saved by a ship captain friendly to elves, what a lucky coincidence. She escapes frome the guards and who does she find? The friendly captain who is immediately ready to help her, so they go to the library, and there she finds not only the meaning of Saurons symbol, not only Saurons plan, but also the meaning of Halbrands medallion. How convenient is that?This show has got two enormous problems: the terrible personality of Galadriel and the fact that reality bends around the plot, when it should be the plot that has to be influenced by reality.Dropped.",gabrielebursi,4,0.6296296296296297,Yes,The Great Wave,17,27
